date,zone,egg_color,egg_size,n,channels,unit_examples
2014-01-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2014-01-31,Región del Biobío,blanco,L,17,Supermercado,$/bandeja 12 unidades
2014-01-31,Región del Maule,blanco,L,8,Supermercado,$/bandeja 12 unidades
2014-02-28,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2014-02-28,Región del Biobío,blanco,L,16,Supermercado,$/bandeja 12 unidades
2014-02-28,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-03-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2014-03-31,Región del Biobío,blanco,L,16,Supermercado,$/bandeja 12 unidades
2014-03-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-04-30,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2014-04-30,Región del Biobío,blanco,L,19,Supermercado,$/bandeja 12 unidades
2014-04-30,Región del Maule,blanco,L,14,Supermercado,$/bandeja 12 unidades
2014-05-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2014-05-31,Región Metropolitana de Santiago,color,L,5,Supermercado,$/bandeja 12 unidades
2014-05-31,Región del Biobío,blanco,L,16,Supermercado,$/bandeja 12 unidades
2014-05-31,Región del Biobío,color,L,2,Supermercado,$/bandeja 12 unidades
2014-05-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-06-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2014-06-30,Región Metropolitana de Santiago,color,L,18,Supermercado,$/bandeja 12 unidades
2014-06-30,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-06-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2014-06-30,Región del Biobío,blanco,L,16,Supermercado,$/bandeja 12 unidades
2014-06-30,Región del Biobío,color,L,13,Supermercado,$/bandeja 12 unidades
2014-06-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-06-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2014-07-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2014-07-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2014-07-31,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2014-07-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2014-07-31,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-07-31,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2014-07-31,Región del Biobío,blanco,L,19,Supermercado,$/bandeja 12 unidades
2014-07-31,Región del Biobío,color,L,17,Supermercado,$/bandeja 12 unidades
2014-07-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2014-07-31,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2014-08-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2014-08-31,Región Metropolitana de Santiago,color,L,18,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de La Araucanía,blanco,L,4,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de La Araucanía,color,L,4,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de Los Lagos,blanco,L,6,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de Los Lagos,color,L,6,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-08-31,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2014-08-31,Región del Biobío,blanco,L,16,Supermercado,$/bandeja 12 unidades
2014-08-31,Región del Biobío,color,L,15,Supermercado,$/bandeja 12 unidades
2014-08-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-08-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2014-09-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2014-09-30,Región Metropolitana de Santiago,color,L,19,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de La Araucanía,blanco,L,6,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de La Araucanía,color,L,6,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de Los Lagos,blanco,L,19,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de Los Lagos,color,L,19,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-09-30,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2014-09-30,Región del Biobío,blanco,L,14,Supermercado,$/bandeja 12 unidades
2014-09-30,Región del Biobío,color,L,12,Supermercado,$/bandeja 12 unidades
2014-09-30,Región del Maule,blanco,L,11,Supermercado,$/bandeja 12 unidades
2014-09-30,Región del Maule,color,L,11,Supermercado,$/bandeja 12 unidades
2014-10-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2014-10-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de La Araucanía,blanco,L,10,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de La Araucanía,color,L,10,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Los Lagos,blanco,L,21,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Los Lagos,color,L,21,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Valparaíso,blanco,L,15,Supermercado,$/bandeja 12 unidades
2014-10-31,Región de Valparaíso,color,L,15,Supermercado,$/bandeja 12 unidades
2014-10-31,Región del Biobío,blanco,L,28,Supermercado,$/bandeja 12 unidades
2014-10-31,Región del Biobío,color,L,27,Supermercado,$/bandeja 12 unidades
2014-10-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2014-10-31,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2014-11-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2014-11-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Los Lagos,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Los Lagos,color,L,12,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-11-30,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2014-11-30,Región del Biobío,blanco,L,23,Supermercado,$/bandeja 12 unidades
2014-11-30,Región del Biobío,color,L,23,Supermercado,$/bandeja 12 unidades
2014-11-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2014-11-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2014-12-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2014-12-31,Región Metropolitana de Santiago,color,L,24,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de La Araucanía,blanco,L,9,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de La Araucanía,color,L,9,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Los Lagos,blanco,L,13,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Los Lagos,color,L,13,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Valparaíso,blanco,L,15,Supermercado,$/bandeja 12 unidades
2014-12-31,Región de Valparaíso,color,L,15,Supermercado,$/bandeja 12 unidades
2014-12-31,Región del Biobío,blanco,L,27,Supermercado,$/bandeja 12 unidades
2014-12-31,Región del Biobío,color,L,27,Supermercado,$/bandeja 12 unidades
2014-12-31,Región del Maule,blanco,L,13,Supermercado,$/bandeja 12 unidades
2014-12-31,Región del Maule,color,L,13,Supermercado,$/bandeja 12 unidades
2015-01-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-01-31,Región Metropolitana de Santiago,color,L,19,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Los Lagos,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Los Lagos,color,L,12,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-01-31,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2015-01-31,Región del Biobío,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-01-31,Región del Biobío,color,L,22,Supermercado,$/bandeja 12 unidades
2015-01-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-01-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-02-28,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-02-28,Región Metropolitana de Santiago,color,L,17,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Los Lagos,blanco,L,13,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Los Lagos,color,L,13,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-02-28,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2015-02-28,Región del Biobío,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-02-28,Región del Biobío,color,L,24,Supermercado,$/bandeja 12 unidades
2015-02-28,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-02-28,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-03-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-03-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Los Lagos,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Los Lagos,color,L,14,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-03-31,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2015-03-31,Región del Biobío,blanco,L,23,Supermercado,$/bandeja 12 unidades
2015-03-31,Región del Biobío,color,L,23,Supermercado,$/bandeja 12 unidades
2015-03-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-03-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-04-30,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2015-04-30,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de La Araucanía,blanco,L,10,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de La Araucanía,color,L,10,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Los Lagos,blanco,L,23,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Los Lagos,color,L,22,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Valparaíso,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-04-30,Región de Valparaíso,color,L,15,Supermercado,$/bandeja 12 unidades
2015-04-30,Región del Biobío,blanco,L,28,Supermercado,$/bandeja 12 unidades
2015-04-30,Región del Biobío,color,L,27,Supermercado,$/bandeja 12 unidades
2015-04-30,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-04-30,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2015-05-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-05-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Los Lagos,blanco,L,18,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Los Lagos,color,L,18,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Valparaíso,blanco,L,11,Supermercado,$/bandeja 12 unidades
2015-05-31,Región de Valparaíso,color,L,11,Supermercado,$/bandeja 12 unidades
2015-05-31,Región del Biobío,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-05-31,Región del Biobío,color,L,22,Supermercado,$/bandeja 12 unidades
2015-05-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-05-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-06-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-06-30,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Coquimbo,blanco,L,11,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Los Lagos,blanco,L,18,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Los Lagos,color,L,17,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Valparaíso,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-06-30,Región de Valparaíso,color,L,12,Supermercado,$/bandeja 12 unidades
2015-06-30,Región del Biobío,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-06-30,Región del Biobío,color,L,23,Supermercado,$/bandeja 12 unidades
2015-06-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-06-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-07-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2015-07-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de La Araucanía,blanco,L,10,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de La Araucanía,color,L,10,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Los Lagos,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Los Lagos,color,L,21,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Valparaíso,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-07-31,Región de Valparaíso,color,L,14,Supermercado,$/bandeja 12 unidades
2015-07-31,Región del Biobío,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-07-31,Región del Biobío,color,L,23,Supermercado,$/bandeja 12 unidades
2015-07-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-07-31,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2015-08-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-08-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Los Lagos,blanco,L,18,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Los Lagos,color,L,18,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Valparaíso,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-08-31,Región de Valparaíso,color,L,24,Supermercado,$/bandeja 12 unidades
2015-08-31,Región del Biobío,blanco,L,22,Supermercado,$/bandeja 12 unidades
2015-08-31,Región del Biobío,color,L,20,Supermercado,$/bandeja 12 unidades
2015-08-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-08-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-09-30,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2015-09-30,Región Metropolitana de Santiago,color,L,24,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Arica y Parinacota,blanco,L,5,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Coquimbo,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de La Araucanía,blanco,L,10,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de La Araucanía,color,L,10,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Los Lagos,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Los Lagos,color,L,24,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Valparaíso,blanco,L,28,Supermercado,$/bandeja 12 unidades
2015-09-30,Región de Valparaíso,color,L,28,Supermercado,$/bandeja 12 unidades
2015-09-30,Región del Biobío,blanco,L,29,Supermercado,$/bandeja 12 unidades
2015-09-30,Región del Biobío,color,L,26,Supermercado,$/bandeja 12 unidades
2015-09-30,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-09-30,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2015-10-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-10-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Coquimbo,blanco,L,9,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Los Lagos,blanco,L,17,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Los Lagos,color,L,17,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Valparaíso,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-10-31,Región de Valparaíso,color,L,24,Supermercado,$/bandeja 12 unidades
2015-10-31,Región del Biobío,blanco,L,23,Supermercado,$/bandeja 12 unidades
2015-10-31,Región del Biobío,color,L,21,Supermercado,$/bandeja 12 unidades
2015-10-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-10-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-11-30,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-11-30,Región Metropolitana de Santiago,color,L,19,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de La Araucanía,blanco,L,8,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de La Araucanía,color,L,8,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Los Lagos,blanco,L,20,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Los Lagos,color,L,20,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Valparaíso,blanco,L,22,Supermercado,$/bandeja 12 unidades
2015-11-30,Región de Valparaíso,color,L,22,Supermercado,$/bandeja 12 unidades
2015-11-30,Región del Biobío,blanco,L,26,Supermercado,$/bandeja 12 unidades
2015-11-30,Región del Biobío,color,L,25,Supermercado,$/bandeja 12 unidades
2015-11-30,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2015-11-30,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2015-12-31,Región Metropolitana de Santiago,blanco,L,25,Supermercado,$/bandeja 12 unidades
2015-12-31,Región Metropolitana de Santiago,color,L,25,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Arica y Parinacota,color,L,5,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Coquimbo,blanco,L,14,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Coquimbo,color,L,15,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de La Araucanía,blanco,L,16,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de La Araucanía,color,L,16,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Los Lagos,blanco,L,24,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Los Lagos,color,L,23,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Valparaíso,blanco,L,26,Supermercado,$/bandeja 12 unidades
2015-12-31,Región de Valparaíso,color,L,26,Supermercado,$/bandeja 12 unidades
2015-12-31,Región del Biobío,blanco,L,31,Supermercado,$/bandeja 12 unidades
2015-12-31,Región del Biobío,color,L,31,Supermercado,$/bandeja 12 unidades
2015-12-31,Región del Maule,blanco,L,15,Supermercado,$/bandeja 12 unidades
2015-12-31,Región del Maule,color,L,15,Supermercado,$/bandeja 12 unidades
2016-01-31,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-01-31,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Arica y Parinacota,blanco,L,4,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Coquimbo,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Coquimbo,color,L,12,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de La Araucanía,blanco,L,23,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de La Araucanía,color,L,24,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Los Lagos,blanco,L,19,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Los Lagos,color,L,19,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Valparaíso,blanco,L,21,Supermercado,$/bandeja 12 unidades
2016-01-31,Región de Valparaíso,color,L,21,Supermercado,$/bandeja 12 unidades
2016-01-31,Región del Biobío,blanco,L,33,Supermercado,$/bandeja 12 unidades
2016-01-31,Región del Biobío,color,L,32,Supermercado,$/bandeja 12 unidades
2016-01-31,Región del Maule,blanco,L,12,Supermercado,$/bandeja 12 unidades
2016-01-31,Región del Maule,color,L,12,Supermercado,$/bandeja 12 unidades
2016-02-29,Región Metropolitana de Santiago,blanco,L,20,Supermercado,$/bandeja 12 unidades
2016-02-29,Región Metropolitana de Santiago,color,L,20,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de Arica y Parinacota,blanco,L,3,Supermercado,$/bandeja 12 unidades
2016-02-29,Región de Arica y Parinacota,color,L,4,Supermercado,$/bandeja 12 unidades
