date,zone,egg_color,egg_size,retail_price_clp_per_dozen
2025-01-31,Región de Coquimbo,color,L,3709.846153
2025-01-31,Región de La Araucanía,blanco,L,3404.022727
2025-01-31,Región de La Araucanía,color,L,3596.857142
2025-01-31,Región de Los Lagos,blanco,L,3440.4375
2025-01-31,Región de Los Lagos,color,L,3618.25
2025-01-31,Región de Valparaíso,blanco,L,3477.666666
2025-01-31,Región de Valparaíso,color,L,3519.666666
2025-01-31,Región de Ñuble,blanco,L,3484.571428
2025-01-31,Región de Ñuble,color,L,3566.238636
2025-01-31,Región del Biobío,blanco,L,3425.4166665000002
2025-01-31,Región del Biobío,color,L,3790.0
2025-01-31,Región del Maule,blanco,L,3524.6666665000002
2025-01-31,Región del Maule,color,L,3666.0
2025-02-28,Región Metropolitana de Santiago,blanco,L,3407.3952375
2025-02-28,Región Metropolitana de Santiago,color,L,3577.7152775
2025-02-28,Región de Arica y Parinacota,blanco,L,3566.75
2025-02-28,Región de Arica y Parinacota,color,L,3653.9587905
2025-02-28,Región de Coquimbo,blanco,L,3534.0
2025-02-28,Región de Coquimbo,color,L,3667.3
2025-02-28,Región de La Araucanía,blanco,L,3376.666666
2025-02-28,Región de La Araucanía,color,L,3556.0
2025-02-28,Región de Los Lagos,blanco,L,3529.075757
2025-02-28,Región de Los Lagos,color,L,3606.925925
2025-02-28,Región de Valparaíso,blanco,L,3435.461538
2025-02-28,Región de Valparaíso,color,L,3547.6
2025-02-28,Región de Ñuble,blanco,L,3493.6
2025-02-28,Región de Ñuble,color,L,3581.1521734999997
2025-02-28,Región del Biobío,blanco,L,3533.1166665
2025-02-28,Región del Biobío,color,L,3715.045454
2025-02-28,Región del Maule,blanco,L,3477.533333
2025-02-28,Región del Maule,color,L,3590.0
2025-03-31,Región Metropolitana de Santiago,blanco,L,3469.8739029999997
2025-03-31,Región Metropolitana de Santiago,color,L,3648.05787
2025-03-31,Región de Arica y Parinacota,blanco,L,3541.833333
2025-03-31,Región de Arica y Parinacota,color,L,3588.5333330000003
2025-03-31,Región de Coquimbo,blanco,L,3542.333333
2025-03-31,Región de Coquimbo,color,L,3667.6
2025-03-31,Región de La Araucanía,blanco,L,3536.4375
2025-03-31,Región de La Araucanía,color,L,3687.625
2025-03-31,Región de Los Lagos,blanco,L,3583.517241
2025-03-31,Región de Los Lagos,color,L,3602.113636
2025-03-31,Región de Valparaíso,blanco,L,3525.727272
2025-03-31,Región de Valparaíso,color,L,3667.8
2025-03-31,Región de Ñuble,blanco,L,3543.827586
2025-03-31,Región de Ñuble,color,L,3613.7916665000002
2025-03-31,Región del Biobío,blanco,L,3428.505952
2025-03-31,Región del Biobío,color,L,3722.9375
2025-03-31,Región del Maule,blanco,L,3619.8888884999997
2025-03-31,Región del Maule,color,L,3729.3153844999997
2025-04-30,Región Metropolitana de Santiago,blanco,L,3528.625
2025-04-30,Región Metropolitana de Santiago,color,L,3780.363636
2025-04-30,Región de Arica y Parinacota,blanco,L,3652.0
2025-04-30,Región de Arica y Parinacota,color,L,3571.923076
2025-04-30,Región de Coquimbo,blanco,L,3634.4999995
2025-04-30,Región de Coquimbo,color,L,3638.760233
2025-04-30,Región de La Araucanía,blanco,L,3590.0
2025-04-30,Región de La Araucanía,color,L,3770.0
2025-04-30,Región de Los Lagos,blanco,L,3673.888888
2025-04-30,Región de Los Lagos,color,L,3774.043137
2025-04-30,Región de Valparaíso,blanco,L,3587.444444
2025-04-30,Región de Valparaíso,color,L,3808.428571
2025-04-30,Región de Ñuble,blanco,L,3530.0
2025-04-30,Región de Ñuble,color,L,3620.0
2025-04-30,Región del Biobío,blanco,L,3620.5142855
2025-04-30,Región del Biobío,color,L,3745.8
2025-04-30,Región del Maule,blanco,L,3605.55
2025-04-30,Región del Maule,color,L,3769.083333
2025-05-31,Región Metropolitana de Santiago,blanco,L,3843.613636
2025-05-31,Región Metropolitana de Santiago,color,L,3941.485294
2025-05-31,Región de Arica y Parinacota,blanco,L,3753.2928570000004
2025-05-31,Región de Arica y Parinacota,color,L,3740.767857
2025-05-31,Región de Coquimbo,blanco,L,3735.666666
2025-05-31,Región de Coquimbo,color,L,3764.222222
2025-05-31,Región de La Araucanía,blanco,L,3744.928571
2025-05-31,Región de La Araucanía,color,L,4041.3
2025-05-31,Región de Los Lagos,blanco,L,3829.6666665000002
2025-05-31,Región de Los Lagos,color,L,3920.0
2025-05-31,Región de Valparaíso,blanco,L,3829.0
2025-05-31,Región de Valparaíso,color,L,3907.833333
2025-05-31,Región de Ñuble,blanco,L,3775.678571
2025-05-31,Región de Ñuble,color,L,3861.4090905000003
2025-05-31,Región del Biobío,blanco,L,3819.4
2025-05-31,Región del Biobío,color,L,3923.333333
2025-05-31,Región del Maule,blanco,L,3756.666666
2025-05-31,Región del Maule,color,L,3935.5666665
2025-06-30,Región Metropolitana de Santiago,blanco,L,4037.6958329999998
2025-06-30,Región Metropolitana de Santiago,color,L,4165.793181499999
2025-06-30,Región de Arica y Parinacota,blanco,L,3834.458333
2025-06-30,Región de Arica y Parinacota,color,L,3940.403361
2025-06-30,Región de Coquimbo,blanco,L,3854.916666
2025-06-30,Región de Coquimbo,color,L,3795.6
2025-06-30,Región de La Araucanía,blanco,L,3976.875
2025-06-30,Región de La Araucanía,color,L,4099.444444000001
2025-06-30,Región de Los Lagos,blanco,L,3909.6666665000002
2025-06-30,Región de Los Lagos,color,L,4088.461538
2025-06-30,Región de Valparaíso,blanco,L,3987.8
2025-06-30,Región de Valparaíso,color,L,4152.7499995
2025-06-30,Región de Ñuble,blanco,L,3986.384615
2025-06-30,Región de Ñuble,color,L,3980.0
2025-06-30,Región del Biobío,blanco,L,4001.3571425
2025-06-30,Región del Biobío,color,L,4146.416666499999
2025-06-30,Región del Maule,blanco,L,3872.525
2025-06-30,Región del Maule,color,L,4102.940476
2025-07-31,Región Metropolitana de Santiago,blanco,L,4109.032258
2025-07-31,Región Metropolitana de Santiago,color,L,4233.470588
2025-07-31,Región de Arica y Parinacota,blanco,L,3860.0
2025-07-31,Región de Arica y Parinacota,color,L,4083.333333
2025-07-31,Región de Coquimbo,blanco,L,3816.666666
2025-07-31,Región de Coquimbo,color,L,4018.0
2025-07-31,Región de La Araucanía,blanco,L,3990.0
2025-07-31,Región de La Araucanía,color,L,4203.5
2025-07-31,Región de Los Lagos,blanco,L,4068.931034
2025-07-31,Región de Los Lagos,color,L,4196.0
2025-07-31,Región de Valparaíso,blanco,L,4040.0
2025-07-31,Región de Valparaíso,color,L,4206.0
2025-07-31,Región de Ñuble,blanco,L,4189.523809
2025-07-31,Región de Ñuble,color,L,4174.666666499999
2025-07-31,Región del Biobío,blanco,L,4078.333333
2025-07-31,Región del Biobío,color,L,4252.5
2025-07-31,Región del Maule,blanco,L,4028.571428
2025-07-31,Región del Maule,color,L,4199.0
2025-08-31,Región Metropolitana de Santiago,blanco,L,4097.8865399999995
2025-08-31,Región Metropolitana de Santiago,color,L,4227.0
2025-08-31,Región de Arica y Parinacota,blanco,L,3866.0714285
2025-08-31,Región de Arica y Parinacota,color,L,4127.584414999999
2025-08-31,Región de Coquimbo,blanco,L,4090.0
2025-08-31,Región de Coquimbo,color,L,3965.892857
2025-08-31,Región de La Araucanía,blanco,L,4024.5238090000003
2025-08-31,Región de La Araucanía,color,L,4121.666666499999
2025-08-31,Región de Los Lagos,blanco,L,3994.545454
2025-08-31,Región de Los Lagos,color,L,4128.3333330000005
2025-08-31,Región de Valparaíso,blanco,L,4027.5
2025-08-31,Región de Valparaíso,color,L,4215.0
2025-08-31,Región de Ñuble,blanco,L,4172.5
2025-08-31,Región de Ñuble,color,L,4186.898148
2025-08-31,Región del Biobío,blanco,L,4148.6904755
2025-08-31,Región del Biobío,color,L,4247.1969690000005
2025-08-31,Región del Maule,blanco,L,4032.0
2025-08-31,Región del Maule,color,L,4111.25
2025-09-30,Región Metropolitana de Santiago,blanco,L,4101.726189999999
2025-09-30,Región Metropolitana de Santiago,color,L,4221.476189999999
2025-09-30,Región de Arica y Parinacota,blanco,L,3928.1746025
2025-09-30,Región de Arica y Parinacota,color,L,4155.4044115
2025-09-30,Región de Coquimbo,blanco,L,3969.1666665000002
2025-09-30,Región de Coquimbo,color,L,4259.375
2025-09-30,Región de La Araucanía,blanco,L,3996.761904
2025-09-30,Región de La Araucanía,color,L,4103.5714284999995
2025-09-30,Región de Los Lagos,blanco,L,3990.0
2025-09-30,Región de Los Lagos,color,L,4178.0
2025-09-30,Región de Valparaíso,blanco,L,3946.7272725000003
2025-09-30,Región de Valparaíso,color,L,4220.5
2025-09-30,Región de Ñuble,blanco,L,4176.6071425
2025-09-30,Región de Ñuble,color,L,4190.6
2025-09-30,Región del Biobío,blanco,L,4130.0
2025-09-30,Región del Biobío,color,L,4247.111111
2025-09-30,Región del Maule,blanco,L,4015.0
2025-09-30,Región del Maule,color,L,4255.0
